MFW,method,distance,ARI,AMI,Correct Attribution,RI,NMI,Cluster errors,Cluster 1,Cluster 2,Cluster 3,Cluster 4
145,ward.D2,manhattan,0.629579375848033,0.707603552831087,0.75,0.868131868131868,0.798198685911048,1,Anderson,Desaguliers,Desaguliers,Folkes_1 Folkes_2 Stukeley_ 1 Stukeley_ 2
150,ward.D2,manhattan,0.629579375848033,0.707603552831087,0.75,0.868131868131868,0.798198685911048,1,Anderson,Desaguliers,Desaguliers,Folkes_1 Folkes_2 Stukeley_ 1 Stukeley_ 2
155,ward.D2,manhattan,0.629579375848033,0.707603552831087,0.75,0.868131868131868,0.798198685911048,1,Anderson,Desaguliers,Desaguliers,Folkes_1 Folkes_2 Stukeley_ 1 Stukeley_ 2
160,ward.D2,manhattan,0.629579375848033,0.707603552831087,0.75,0.868131868131868,0.798198685911048,1,Anderson,Desaguliers,Desaguliers,Folkes_1 Folkes_2 Stukeley_ 1 Stukeley_ 2
165,ward.D2,manhattan,0.629579375848033,0.707603552831087,0.75,0.868131868131868,0.798198685911048,1,Anderson,Desaguliers,Desaguliers,Folkes_1 Folkes_2 Stukeley_ 1 Stukeley_ 2
170,ward.D2,manhattan,0.629579375848033,0.707603552831087,0.75,0.868131868131868,0.798198685911048,1,Anderson,Desaguliers,Desaguliers,Folkes_1 Folkes_2 Stukeley_ 1 Stukeley_ 2
175,ward.D2,manhattan,0.629579375848033,0.707603552831087,0.75,0.868131868131868,0.798198685911048,1,Anderson,Desaguliers,Desaguliers,Folkes_1 Folkes_2 Stukeley_ 1 Stukeley_ 2
180,ward.D2,manhattan,0.629579375848033,0.707603552831087,0.75,0.868131868131868,0.798198685911048,1,Anderson,Desaguliers,Desaguliers,Folkes_1 Folkes_2 Stukeley_ 1 Stukeley_ 2
185,ward.D2,manhattan,0.629579375848033,0.707603552831087,0.75,0.868131868131868,0.798198685911048,1,Anderson,Desaguliers,Desaguliers,Folkes_1 Folkes_2 Stukeley_ 1 Stukeley_ 2
190,ward.D2,manhattan,0.629579375848033,0.707603552831087,0.75,0.868131868131868,0.798198685911048,1,Anderson,Desaguliers,Desaguliers,Folkes_1 Folkes_2 Stukeley_ 1 Stukeley_ 2
195,ward.D2,manhattan,0.629579375848033,0.707603552831087,0.75,0.868131868131868,0.798198685911048,1,Anderson,Desaguliers,Desaguliers,Folkes_1 Folkes_2 Stukeley_ 1 Stukeley_ 2
